,codename,guname,title,date,place,org_name,use_trgt,use_fee,player,program,etc_desc,org_link,main_img,rgstdate,ticket,strtdate,end_date,themecode
1699,기타,동대문구,서울풍물시장 전통문화체험관,2022-01-01~2022-12-31,서울시 동대문구 천호대로 4길 21,,전체 이용,무료,"직원 1명, 아르바이트 1명",전통문화체험관은 서울풍물시장을 방문한 내외국인 관광객이 다양한 한국의 전통문화 소품을 간단하게 만들어 볼 수 있는 공간입니다.,"-무료프로그램 9종 -유료프로그램 17종(1,000원~3,000원)",http://www.pungmul.or.kr/kwa-1117814-241,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=4f7eae68a6654ad09dfea5ee12890f97&thumb=Y,2022-05-08,기관,2022-01-01 00:00:00.0,2022-12-31 00:00:00.0,기타
1700,기타,동대문구,서울풍물시장 전통문화체험관,2022-01-01~2022-12-31,서울시 동대문구 천호대로 4길 21,,전체 이용,무료,"직원 1명, 아르바이트 1명"," -무료프로그램 9종 -유료프로그램 17종(1,000원~3,000원)",전통문화체험관은 서울풍물시장을 방문한 내외국인 관광객이 다양한 한국의 전통문화 소품을 간단하게 만들어 볼 수 있는 공간입니다.,www.pungmul.or.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=97bb5fbe549d416abacb2a0c03969233&thumb=Y,2022-02-11,기관,2022-01-01 00:00:00.0,2022-12-31 00:00:00.0,기타
1701,문화교양/강좌,종로구,서울역사박물관대학 ,2022-01-01~2022-12-21,서울역사박물관 홈페이지 ,,성인,,,,,https://museum.seoul.go.kr/www/board/NR_boardView.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cad44d27773142b0a1f1146194a7d6e2&thumb=Y,2022-01-10,기관,2022-01-01 00:00:00.0,2022-12-21 00:00:00.0,
1702,축제-기타,중구, [서울애니메이션센터] 도심 속 문화체험공간! 만화도서관 & 애니소풍,2022-01-01~2022-01-30,"서울애니메이션센터 1,2층",,어린이/청소년/성인,"만화의집(무료) / 유료(애니소풍) 성인 4,000원, 어린이 6,000원",,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=585f7f4390434caea63f1c0f29d84b5e&thumb=Y,2021-12-06,기관,2022-01-01 00:00:00.0,2022-01-30 00:00:00.0,기타
1703,전시/미술,종로구,"칸딘스키, 말레비치 & 러시아 아방가르드 : 혁명의 예술展",2021-12-31~2022-04-17,세종문화회관 미술관,,만4세 이상,"관 람 료: 성인 20,000/ 청소년 15,000원/ 어린이 13,000원","칸딘스키, 말레비치 등 러시아 아방가르드 작가 49인",,,https://www.sejongpac.or.kr/portal/performance/exhibit/list.do?menuNo=200005,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=20a22d1ab43e458b9de77b8bebeadce8&thumb=Y,2021-11-15,시민,2021-12-31 00:00:00.0,2022-04-17 00:00:00.0,기타
1704,국악,중구,바로크 판소리 심청  <판소리X바로크X인형극>,2021-12-31~2021-12-31,삼일로창고극장,,12세이상 누구나,15000,"연출,미술 문수호   극작,소리꾼 노은실   첼리스트 Jan Pech   거문고  강인아  장단  최광동   무대 임은주   조명 김은빈",,,samilro.com/?p=770,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=bfecf494484e47b9a244941f3be08703&thumb=Y,2021-12-21,시민,2021-12-31 00:00:00.0,2021-12-31 00:00:00.0,기타
1705,콘서트,도봉구,Acoustic with Method 2021,2021-12-31~2021-12-31,플랫폼창동61 레드박스,,시민,"예매 44,000 / 현매 55,000",메써드,2021 메써드 어쿠스틱 단독공연,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3913df3b8f02443a8021351be4215962&thumb=Y,2021-11-17,기관,2021-12-31 00:00:00.0,2021-12-31 00:00:00.0,기타
1706,기타,종로구,라운드미드나잇 해피이어엔드,2021-12-30~2021-12-31,세종M씨어터,세종문화회관,만 7세 이상 ,"R석 : 88,000원 S석 : 77,000원 A석 : 55,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32720&menuNo=200004&sdate=2021-12-13&edate=2022-01-13&searchGenreCdStr=&searchPlaceCdStr=&searchSort=2&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=251643081fd646728995b8057226682b&thumb=Y,2021-12-13,기관,2021-12-30 00:00:00.0,2021-12-31 00:00:00.0,
1707,콘서트,종로구,Vol.3 다린 ＜SEESAW＞,2021-12-30~2021-12-30,세종S씨어터,세종문화회관,만 7세 이상 ,"R석 : 66,000원 S석 : 55,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32703&menuNo=200004&sdate=2021-12-13&edate=2022-01-13&searchGenreCdStr=&searchPlaceCdStr=&searchSort=2&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=5f644edec782490b89f317a589b0b5f8&thumb=Y,2021-12-13,기관,2021-12-30 00:00:00.0,2021-12-30 00:00:00.0,
1708,클래식,마포구,마포아트센터 재개관 기념 - 2021 송년음악회,2021-12-30~2021-12-30,마포문화재단 아트홀맥,,8세이상관람가,(마포아트센터 홈페이지 선착순 예약) ,"바이올리니스트 임지영, 테너 박승주, 바리톤 김기훈, 소프라노 손지수,  KBS 교향악단","2021년 마포아트센터 아트홀맥의 재개관을 기념하는 마포문화재단의 송년음악회! 바이올리니스트 임지영, 테너 박승주, 바리톤 김기훈, 소프라노 손지수,  KBS 교향악단이 만드는 천상의 하모니!",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2fb4021f7cee4fff9376945e3b3b0bcd&thumb=Y,2021-11-09,기관,2021-12-30 00:00:00.0,2021-12-30 00:00:00.0,기타
1709,전시/미술,광진구,서울상상나라 '5개의 집과 30개의 문 - 상상하는 작가 안규철',2021-12-29~2022-10-02,1층 기획전시실,,서울상상나라 입장객,"입장료 4,000원",,,,https://www.seoulchildrensmuseum.org/display/displayExhibition06.do,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e80c9a45dd4a4523b705b4f9f4fd0752&thumb=Y,2021-12-09,기관,2021-12-29 00:00:00.0,2022-10-02 00:00:00.0,어린이/청소년 문화행사
1710,콘서트,강동구,Great Adios 2021 with Letteamor,2021-12-29~2021-12-31,대극장 한강,강동문화재단,만 7세 이상 관람가,"R석 120,000원 S석 100,000원 A석 80,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1785&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cddbc32614ad4b539a692fac2067d22e&thumb=Y,2021-12-07,기관,2021-12-29 00:00:00.0,2021-12-31 00:00:00.0,
1711,기타,종로구,서울시국악관현악단 `2021 송년음악회`,2021-12-29~2021-12-29,세종M씨어터,세종문화회관,만 7세 이상 ,"R석 40,000원 S석 30,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32166&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2964dae5a6c04abb939211ce047d5c7a&thumb=Y,2021-11-03,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,어린이/청소년 문화행사
1712,무용,강동구,댄스씨어터 창 <굿(Exorcism)_마른오구>,2021-12-29~2021-12-29,소극장 드림,강동문화재단,만 19세 이상 관람가,"전석 30,000원",,,,http://www.gdfac.or.kr/web/lay2/program/S1T204C211/show/view.do?show_seq=1777&cpage=1&rows=10&keyword=&place=&start_dt=&end_dt=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=a068451c25c5401b96e3732e2d962722&thumb=Y,2021-12-07,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,
1713,콘서트,종로구,서울시국악관현악단 송년음악회 뮤직커버리 2021,2021-12-29~2021-12-29,세종M씨어터,세종문화회관,만 7세 이상 ,"R석 40,000원 S석 30,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32166&menuNo=200004&sdate=2021-12-13&edate=2022-01-13&searchGenreCdStr=&searchPlaceCdStr=&searchSort=2&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1098268c8a0d47d58cea9a848186a133&thumb=Y,2021-12-13,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,
1714,문화교양/강좌,구로구,"[구로구립]꿈마을도서관 12월 문화가 있는 날 <분류번호 ""900"">",2021-12-29~2021-12-29,꿈마을도서관 2층 종합자료실,,도서관 이용자,,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=954e6830fddc47efa52df556f80c659d&thumb=Y,2021-11-24,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,문화가 있는 날
1715,기타,종로구,Vol.2 사비나 앤 드론즈,2021-12-29~2021-12-29,세종S씨어터,세종문화회관,만 7세 이상 ,"R석 66,000원 S석 55,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32709&menuNo=200004&sdate=2021-12-13&searchSort=2&searchPlaceCdStr=&edate=2022-01-13&searchGenreCdStr=&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1f6d22f74ab6420fb48ed47a9bc83782&thumb=Y,2021-12-13,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,
1716,기타,구로구,[개봉어린이도서관] 12월 문화가 있는 날,2021-12-29~2021-12-29,(온라인) 개봉어린이도서관 카카오톡 오픈 채팅방,,도서관 이용자,,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0707f40752c4414e9b3558a94492964e&thumb=Y,2021-11-28,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,문화가 있는 날
1717,뮤지컬/오페라,노원구,서울시립 북서울미술관 청소년 뮤지컬 <하트비트>,2021-12-29~2021-12-29,서울시립 북서울미술관,,제한없음,무료,,,,https://sema.seoul.go.kr/nj/nws/getNwsList#view/352731,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=1e51b7243eeb4028a98920f1ec8079d0&thumb=Y,2021-12-16,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,어린이/청소년 문화행사
1718,문화교양/강좌,관악구,[관악문화재단] 그림책으로 문해력 기르기 (작가와의 만남),2021-12-29~2021-12-29,온라인 zoom을 통한 화상 교육,,누구나,,,,,https://www.instagram.com/p/CXchrlvlb7J/,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=94da0ae914ff4f63b1b57902b899cada&thumb=Y,2021-12-15,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,기타
1719,콘서트,강남구,제89회 정기연주회 : 2021 송년음악회_포옹,2021-12-29~2021-12-29,예술의전당 콘서트홀,강남문화재단,취학아동이상,R석 3만원 / S석 2만원 / A석 1만원,,,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform05/57/view.do?mid=gfac_perform0101,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d370b85267bc45039b6345f748c1dba6&thumb=Y,2021-12-07,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,
1720,문화교양/강좌,은평구,구립상림도서관 [문화가 있는 날 비비디 바바디 북] 모집,2021-12-29~2021-12-29,구립상림도서관 유튜브,,초등 1~2학년 10명,,,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f928108315ba4248ac082e6ab8153bd2&thumb=Y,2021-11-25,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,문화가 있는 날
1721,축제-문화/예술,송파구,2021 올데이 뮤직 페스티벌,2021-12-29~2021-12-29,롯데콘서트홀,,만7세 이상,"1,000원","이로움문화, 뉴서울 필하모닉 오케스트라, 카로스타악기앙상블","천원으로 즐기는 해설이 있는 오페라갈라, 클래식타악기 공연",,http://ticket.yes24.com,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=3401a6dc7a834ca1bcd1abcd590df91e&thumb=Y,2021-12-14,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,
1722,콘서트,종로구,서울시국악관현악단 송년음악회 '뮤직커버리 2021',2021-12-29~2021-12-29,세종M씨어터,세종문화회관,만 7세 이상 ,"R석 40,000원 S석 30,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32166&menuNo=200004,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c5dfaf2e50654ce29d1e3f2569a08723&thumb=Y,2021-11-18,기관,2021-12-29 00:00:00.0,2021-12-29 00:00:00.0,
1723,전시/미술,동대문구,2021년 UD 라이프스타일 공모전 수상작 및 UD 체험전시,2021-12-28~2022-06-30,DDP 살림터 3층 UD 라이프스타일 플랫폼,DDP,홈페이지 참고,,,,,https://ddp.or.kr/index.html?menuno=239&siteno=2&bbsno=410&boardno=15&cateSched=15&bbstopno=410&act=view,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=b57be63637bf4a5b91b7f2163cd1ecb4&thumb=Y,2022-03-10,기관,2021-12-28 00:00:00.0,2022-06-30 00:00:00.0,
1724,콘서트,노원구,2021 힐링 송년음악회,2021-12-28~2021-12-28,노원문화예술회관 대공연장,노원문화재단,8세이상,R석-5만원 A석-3만원,,,,https://www.nowonarts.kr/html/pe/performancedetail.php?param_url=https%3A%2F%2Fwww.nowonarts.kr%2Fhtml%2Fpe%2Fperformanceinfo.php%3F%26cate%3D%26skin%3D%26search_state%3D1%26search_syear%3D%26search_smonth%3D%26search_eyear%3D%26search_emonth%3D%26search_order%3D%26search_startPage%3D&idx=232,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=909f15ec05fc4063a037630127655f11&thumb=Y,2021-12-15,기관,2021-12-28 00:00:00.0,2021-12-28 00:00:00.0,
1725,클래식,구로구,2021 송년 드림 콘서트,2021-12-28~2021-12-28,구로아트밸리 예술극장,구로문화재단,초등학생 이상,,,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3545&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=29721f1304634f27bebb88dc0b3a5acc&thumb=Y,2021-12-07,기관,2021-12-28 00:00:00.0,2021-12-28 00:00:00.0,
1726,독주/독창회,종로구,바리톤 양준모 독창회,2021-12-28~2021-12-28,세종체임버홀,세종문화회관,미취학 아동 입장 불가 ,"전석 30,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32646&menuNo=200004&sdate=2021-12-13&searchSort=2&searchPlaceCdStr=&edate=2022-01-13&searchGenreCdStr=&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=f48acd9de1e54586889e433d9a0f2f31&thumb=Y,2021-12-13,기관,2021-12-28 00:00:00.0,2021-12-28 00:00:00.0,
1727,기타,은평구,[구립증산정보도서관] 도서관과 함께하는 뚝딱뚝딱 어린이 문화나눔소 12월,2021-12-27~2022-01-02,온라인,,어린이실 이용자 누구나 20명,,,,,https://www.jsplib.or.kr/culture/event.asp?mode=view&lecture_seq=1356&listname=normal,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=6df7d1cd7d6845208d010d22fb03ce94&thumb=Y,2021-12-19,시민,2021-12-27 00:00:00.0,2022-01-02 00:00:00.0,기타
1728,기타,마포구,[서강도서관] [12월/팟캐스트] 서강도서관 피셜 18회 '시',2021-12-26~2022-01-29,온라인(팟빵),,누구나,,,,,https://mplib.mapo.go.kr/sglib/MENU1199/PGM3028/eventDetail.do?currentPageNo=1&eventSn=4287,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=17666f81750946a28adeefabeb4039d5&thumb=Y,2021-12-26,기관,2021-12-26 00:00:00.0,2022-01-29 00:00:00.0,
1729,국악,노원구,문지기 문지기 문 열어라,2021-12-25~2021-12-26,노원어린이극장,,만 3세 이상,"전석 20,000원",,"초롱이와 함께 사대문 여행. 해금, 장구, 피아노 라이브 연주와 함께하는 신나는 국악뮤지컬",,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=2eb7040aba2c43048f778497bb8da74c&thumb=Y,2021-11-10,기관,2021-12-25 00:00:00.0,2021-12-26 00:00:00.0,어린이/청소년 문화행사
1730,국악,종로구,"최용석의 판소리 <달문, 한 없이 좋은 사람>",2021-12-25~2021-12-26,서울돈화문국악당,,전체관람가,"전석 20,000원",최용석,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=c8934f8b271e40688eb126aa83c67388&thumb=Y,2021-11-27,기관,2021-12-25 00:00:00.0,2021-12-26 00:00:00.0,
1731,콘서트,종로구,2021 크리스마스 콘서트,2021-12-25~2021-12-25,세종체임버홀,세종문화회관,미취학아동 입장불가 ,"R석 50,000원 S석 30,000원 A석 20,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32640&menuNo=200004&sdate=2021-12-13&edate=2022-01-13&searchGenreCdStr=&searchPlaceCdStr=&searchSort=2&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=dab15ad4904746bb94224271125ae8f9&thumb=Y,2021-12-13,기관,2021-12-25 00:00:00.0,2021-12-25 00:00:00.0,
1732,콘서트,성동구,서울숲재즈페스티벌 2021〈The Christmas song〉,2021-12-25~2021-12-25,소월아트홀,성동문화재단,만 7세이상,"R석 55,000원 / S석 44,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=633&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=0536dd3e72164e5fa4694e333b94a944&thumb=Y,2021-12-07,기관,2021-12-25 00:00:00.0,2021-12-25 00:00:00.0,
1733,콘서트,성동구,서울숲재즈페스티벌 2021 KIDS JAZZ PARADISE,2021-12-25~2021-12-25,소월아트홀,성동문화재단,전체 관람가,"전석 44,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=634&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7e9849d7421046038b30fa4532cdf820&thumb=Y,2021-12-07,기관,2021-12-25 00:00:00.0,2021-12-25 00:00:00.0,
1734,클래식,서초구,[예술의전당] <김선아의 소소살롱>,2021-12-25~2021-12-25,음악당 인춘아트홀,예술의전당 아카데미,일반인,"전석 33,000원",지휘자 김선아 / 카운터테너 정민호,,,https://www.sac.or.kr/site/main/academy/academy_app_view?searchCourseCd=C102104202112001,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=90b3891282c04fb1a50f208384c4e189&thumb=Y,2021-12-10,기관,2021-12-25 00:00:00.0,2021-12-25 00:00:00.0,기타
1735,콘서트,종로구,에티카 앙상블의 크리스마스 콘서트,2021-12-25~2021-12-25,꿈의숲 콘서트홀,세종문화회관,만 3세 이상 ,"전석 20,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32685&menuNo=200004&sdate=2021-12-13&edate=2022-01-13&searchGenreCdStr=&searchPlaceCdStr=&searchSort=2&pageIndex=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e486580bd346434aa8868f4e2c447384&thumb=Y,2021-12-13,기관,2021-12-25 00:00:00.0,2021-12-25 00:00:00.0,
1736,콘서트,구로구,"오류 풍류 시리즈, 그 서막 제 3화 - 정인X하림X손태진",2021-12-24~2021-12-24,오류문화센터,구로문화재단,만 5세 이상,"전석 20,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3541&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=34bfce3e2a644af9a4ef5d29aaa3cb4a&thumb=Y,2021-12-07,기관,2021-12-24 00:00:00.0,2021-12-24 00:00:00.0,
1737,콘서트,성동구,서울숲재즈페스티벌 2021 Happy Christmas,2021-12-24~2021-12-24,소월아트홀,성동문화재단,만 7세이상,"R석 66,000원 / S석 55,000원 ",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=630&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=02f6ac60766248b68778350b964f823b&thumb=Y,2021-12-07,기관,2021-12-24 00:00:00.0,2021-12-24 00:00:00.0,
1738,콘서트,종로구,2021 크리스마스 이브 콘서트,2021-12-24~2021-12-24,세종체임버홀,세종문화회관,미취학 아동 입장 불가 ,"전석 50,000원 ",,,,https://www.sejongpac.or.kr/portal/performance/performance/view.do?performIdx=32691&menuNo=200004&sdate=2021-12-13&searchSort=2&searchPlaceCdStr=&edate=2022-01-13&searchGenreCdStr=&pageIndex=2,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=028af1acb486441ab2f1f7f81dda2fab&thumb=Y,2021-12-13,기관,2021-12-24 00:00:00.0,2021-12-24 00:00:00.0,
1739,축제-기타,동대문구,[DDP] <집합 이론>展,2021-12-23~2022-02-27,DDP 살림터 D-8 ,,전 연령,,,,,https://ddp.or.kr/index.html?menuno=240,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=98b585f21c3641a7a1329c794d422a4f&thumb=Y,2022-01-10,기관,2021-12-23 00:00:00.0,2022-02-27 00:00:00.0,
1740,전시/미술,서대문구,SOLO EXHIBITION  전포롱  『용감한  고양이의 괴물 친구찾기』,2021-12-23~2022-01-06,히든플레이스  서대문구 이화여대2가길 24,,모든시민,무료,,작가 전포롱의 개인전,SOLO EXHIBITION  전포롱  『용감한  고양이의 괴물 친구찾기』,https://www.instagram.com/hiddenplace.kr,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee5cf43bf11c4765a85a2af37fb32948&thumb=Y,2021-12-17,시민,2021-12-23 00:00:00.0,2022-01-06 00:00:00.0,기타
1741,전시/미술,강남구,서울일러스트레이션페어V.12,2021-12-23~2021-12-26,코엑스 B홀,,전체이용가,"성인 12,000원 청소년 8,000원",,,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=50357a47d15a4b028afe4c96633225b2&thumb=Y,2021-10-22,시민,2021-12-23 00:00:00.0,2021-12-26 00:00:00.0,기타
1742,콘서트,구로구,"오류 풍류 시리즈, 그 서막 제 2화 - 고영열X조윤성",2021-12-23~2021-12-23,오류문화센터,구로문화재단,만 5세 이상,"전석 20,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3540&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=7dba14af488a4bc6ac40aad425fc8feb&thumb=Y,2021-12-07,기관,2021-12-23 00:00:00.0,2021-12-23 00:00:00.0,
1743,콘서트,도봉구,창동악가무 vol.43 HEY STRING : For humans,2021-12-23~2021-12-23,플랫폼창동61 레드박스,,누구나,"예매 : 15,000원 / 현매 : 20,000원 / 동북4구 할인: 9,000원 / 문화·예술인패스 할인 : 7,500원 / 장애인 할인 : 7,500원 / 학생(초,중,고) 할인 : 7,500원",HEY STRING,올 한해를 잘 이겨낸 모든 사람들을 위한 HEY STRING 콘서트,,,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e6699d6689ca40db9e3f818134c5fb46&thumb=Y,2021-11-17,기관,2021-12-23 00:00:00.0,2021-12-23 00:00:00.0,기타
1744,무용,강남구,[제925회 목요예술무대] 해설이 있는 발레_호두까기 인형,2021-12-23~2021-12-23,"강남씨어터(역삼1문화센터 3층, 강남구 역삼로7길 16",강남문화재단,24개월 이상,강남구민 선착순 무료관람,,,,https://www.gangnam.go.kr/office/gfac/board/gfac_perform09/533/view.do?mid=gfac_perform02,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=e36a29377d4946d392fb035712c43caa&thumb=Y,2021-12-15,기관,2021-12-23 00:00:00.0,2021-12-23 00:00:00.0,
1745,콘서트,성동구,서울숲재즈페스티벌 2021 Moon(혜원)의 크리스마스 원더랜드,2021-12-23~2021-12-23,소월아트홀,성동문화재단,만 7세이상,"R석 55,000원 / S석 44,000원",,,,https://www.sdfac.or.kr/kor/sdfac/performance/plan_view.do?p_idx=632&page=1&p_kind=&s_idx=&s_keyword=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ce5fe06529a546d8b376ef666fc94a01&thumb=Y,2021-12-07,기관,2021-12-23 00:00:00.0,2021-12-23 00:00:00.0,
1746,영화,종로구,서울시 대표 B-boy단 댄스필름 <마당-인터렉션>,2021-12-22~2022-02-28,서울문화재단 유투브 채널 스팍TV,,전체,,"서울시 대표 B-boy단 엠비크루(박재형, 유권욱, 박문성, 이성준, 전성현, 황인경)",현대무용단 모던테이블 예술감독이자 싱가포르 T.H.E 댄스컴퍼니 해외상임안무가 김재덕과  서울시 대표 B-boy단 엠비크루의  컨템포러리브레이킹 댄스필름 <마당-인터렉션>,,https://www.youtube.com/watch?v=B6MJjJEfJBs,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ddb20dc685fd4131b9aa4f01442b1ae7&thumb=Y,2021-12-24,기관,2021-12-22 00:00:00.0,2022-02-28 00:00:00.0,기타
1747,뮤지컬/오페라,금천구, PAN(판)페스티벌 - <이오쌀롱 경성 쟈-스밴드>,2021-12-22~2021-12-23,금천뮤지컬센터 금천예술극장,금천문화재단,고등학생이상 관람가,,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3440&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=196115f8d40f4350b5d8b66ef197c23b&thumb=Y,2021-12-15,기관,2021-12-22 00:00:00.0,2021-12-23 00:00:00.0,
1748,뮤지컬/오페라,금천구,PAN(판)페스티벌 - <선 위의 쇼맨들>,2021-12-22~2021-12-23,금천뮤지컬센터 금천예술극장,금천문화재단,5세이상 관람가,,,,,https://gcfac.or.kr/performance/commonView?gcfac_menu_cd=U0007&currRow=1&seq_no=3441&perDisGubun=performance&returnURI=%2Fperformance%2FcurrentList&serhDate=&serhPerforDisplay=&serhTitle=,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=ee8ea70009954934af93a9a6712fece9&thumb=Y,2021-12-15,기관,2021-12-22 00:00:00.0,2021-12-23 00:00:00.0,
1749,콘서트,구로구,"오류 풍류 시리즈, 그 서막 제1화 - 바리톤 고성현 리사이틀",2021-12-22~2021-12-22,오류문화센터,구로문화재단,만 5세 이상,"전석 20,000원",,,,https://www.guroartsvalley.or.kr/user/performance/performanceView.do?performanceSeq=3539&page=1,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=cc468415b2b74c8b86e55c03f71d9525&thumb=Y,2021-12-07,기관,2021-12-22 00:00:00.0,2021-12-22 00:00:00.0,
1750,축제-전통/역사,중구,2021 '동지_虎婚',2021-12-22~2021-12-22,남산골한옥마을,,전체,무료,신명나눔,12월 22일 세시절기인 동지를 맞아 남산골한옥마을에서 동지고사가 진행됩니다. 정문을 출발하여 국악당과 천우각 일대를 돌며 다가올 2022년 한옥마을과 여러분께 좋은 한해가 될 수 있도록 기원할 예정입니다. ,,https://www.hanokmaeul.or.kr/ko/h/events/2021-%EB%82%A8%EC%82%B0%EA%B3%A8%ED%95%9C%EC%98%A5%EB%A7%88%EC%9D%84-%EC%84%B8%EC%8B%9C%EC%A0%88%EA%B8%B0-%EC%B6%95%EC%A0%9C-%EB%8F%99%EC%A7%80_%E8%99%8E%E5%A9%9A,https://culture.seoul.go.kr/cmmn/file/getImage.do?atchFileId=d29135b41306443aaf38e66dd25bcffe&thumb=Y,2021-12-09,기관,2021-12-22 00:00:00.0,2021-12-22 00:00:00.0,
